num,fecha,fecha_pub,cant_arts,firma,otros_firman,pub,num_ed_pub,pag_pub,anho_tomo,nro_tomo,anexo,ley_promul,ley_vetada,parte_vetada,ratif_x_ley,DNU,reglamenta_Ley,tema,titulo,estado,modif_por,modif_a,link_pub,ref_norm,obs,fecha_carga,tipeo_dictado,deroga_dec,derogado_por,pendiente,obs_tomo
1798,09/10/2014,02/12/2014,3,"Herrera, L. B.","Guerra, Bosetti",BO,11228,2,2014,6,,9601,,,,,,,,,,,,,,31/10/14,M.R.;S.D.,,,,
1904,30/10/2014,02/12/2014,3,"Herrera, L. B.",Guerra,BO,11228,3,2014,6,,9604,,,,,,,,,,,,,,31/10/14,M.R.;S.D.,,,,
1901,30/10/2014,02/12/2014,3,"Herrera, L. B.",Paredes Urquiza,BO,11228,3,2014,6,,9605,,,,,,,,,,,,,,31/10/14,M.R.;S.D.,,,,
1905,30/10/2014,05/12/2014,3,"Herrera, L. B.",Paredes Urquiza,BO,11229,2,2014,6,,9606,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
1903,30/10/2014,05/12/2014,3,"Herrera, L. B.",Saúl,BO,11229,3,2014,6,,9607,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
1899,30/10/2014,09/12/2014,3,"Herrera, L. B.","Guerra, Perera Llorens",BO,11230,2,2014,6,,9603,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
1902,30/10/2014,12/12/2014,3,"Herrera, L. B.",Rejal,BO,11231,3,2014,6,,9609,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2002,13/11/2014,12/12/2014,3,"Herrera, L. B.",Perera Llorens,BO,11231,3,2014,6,,9611,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2003,13/11/2014,12/12/2014,3,"Herrera, L. B.",Perera Llorens,BO,11231,4,2014,6,,9612,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2004,13/11/2014,12/12/2014,3,"Herrera, L. B.","Guerra, Perera Llorens",BO,11231,5,2014,6,,9613,,,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2056,28/11/2014,16/12/2014,4,"Herrera, L. B.","Guerra, Puy Soria",BO,11232,2,2014,6,,,9620,Total,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2028,21/11/2014,19/12/2014,11,"Herrera, L. B.","Guerra, Bosetti, Del Moral, Flores, Saúl, Perera Llorens, Rejal, Paredes Urquiza",BO,11233,2,2014,6,,,,,,,,Crea Programa de Emisión de Letras del Tesoro de la Provincia “El Programa”,,,,,,,,02/11/14,M.R.;S.D.,,,,
2069,01/12/2014,19/12/2014,4,"Herrera, L. B.",Guerra,BO,11233,3,2014,6,,,,,,,6425,"Reglamenta las letras del tesoro emitidas según el art. 74 de la Ley 6425,  Ley de Contabilidad",,,,,,,,02/11/14,M.R.;S.D.,,,,
2057,28/11/2014,23/12/2014,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11234,2,2014,6,,,9621,Total,,,,,,,,,,,,02/11/14,M.R.;S.D.,,,,
2215,23/12/2014,30/12/2014,3,"Herrera, L. B.",Guerra,BO,11235 Suplemento,63,2014,6,,9629,,,,,,,,,,,,,El Suplemento del BO 30/12/2014 no está disponible en http://www.boletinoflarioja.com (al 04/12/2022),02/11/14,M.R.;S.D.,,,Consignar si es veto total,
2255,30/12/2014,30/12/2014,3,"Herrera, L. B.",Guerra,BO,11235 Suplemento,60,2014,6,,9662,,,,,,,,,,,,,El Suplemento del BO 30/12/2014 no está disponible en http://www.boletinoflarioja.com (al 04/12/2022),02/11/14,M.R.;S.D.,,,Consignar si es veto total,
2052,22/11/2014,03/02/2015,3,"Herrera, L. B.",Saúl,BO,11244,4,2015,1,,9616,,,,,,,,,,,,,,13/10/22,S.D.,,,,
2053,22/11/2014,03/02/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11244,4,2015,1,,9617,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2105,03/12/2014,03/02/2015,3,"Herrera, L. B.","Paredes Urquiza, Agost",BO,11244,5,2015,1,,9628,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2054,28/11/2014,06/02/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11245,4,2015,1,,9618,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2055,28/11/2014,06/02/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11245,4,2015,1,,9619,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2048,28/11/2014,06/02/2015,3,"Herrera, L. B.","Guerra, Flores ",BO,11245,5,2015,1,,9622,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2049,28/11/2014,06/02/2015,3,"Herrera, L. B.","Guerra, Del Moral",BO,11245,11,2015,1,,9623,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2050,28/11/2014,10/02/2015,3,"Herrera, L. B.","Guerra, Perera Llorens",BO,11246,3,2015,1,,9627,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2161,15/12/2014,13/02/2015,3,"Herrera, L. B.",Guerra,BO,11247,6,2015,1,,9626,,,,,,,,,,,,,,13/10/22,S.D.;M.R.,,,,
2104,03/12/2014,13/02/2015,14,"Herrera, L. B.","Tineo, Perera Llorens",BO,11247,6,2015,1,1,,,,,,,"Constitución de ""Laboratorio Riojano SAPEM",,,,,,,,13/10/22,M.R.;S.D.,,,,
2160,15/12/2014,20/02/2015,3,"Herrera, L. B.","Guerra, Bosetti",BO,11248,12,2015,1,,9625,,,,,,,,,,,,,,13/10/22,M.R.;S.D.,,,,
2209,22/12/2014,24/02/2015,8,"Herrera, L. B.","Rejal, Puy Soria, Paredes Urquiza",BO,11249,2,2015,1,,,,,,,,Deja sin efecto la donación de un inmueble a ATSA,,,,,,Dec. 1704/2013,Publicado posteriormente en BO 11251,13/10/22,M.R.;S.D.,,,,
2226,29/12/2014,27/02/2015,0,"Herrera, L. B.",Rejal,BO,11250,2,2015,1,,,,,,,,"Designación de Secretario de la Industria, Comercio y Promoción de Inversiones",,,,,,,,13/10/22,M.R.;S.D.,,,"Revisar disponibiidad de boletines siguientes, en web",
2166,16/12/2014,06/03/2015,13,"Herrera, L. B.","Rejal, Puy Soria",BO,11252,2,2015,2,,,,,,,,Expropia inmueble en parque industrial y lo preadjudica,,,,,,,,13/10/22,M.R.;S.D.,,,,
2167,16/12/2014,10/03/2015,13,"Herrera, L. B.","Rejal, Puy Soria",BO,11253,2,2015,2,,,,,,,,Expropia inmueble en parque industrial y lo preadjudica,,,,,,,,03/11/22,M.R.,,,,
2168,16/12/2014,13/03/2015,13,"Herrera, L. B.","Rejal, Puy Soria",BO,11254,2,2015,2,,,,,,,,Expropia inmueble en parque industrial y lo preadjudica,,,,,,,,03/11/22,M.R.,,,,
157,13/02/2015,20/03/2015,3,"Herrera, L. B.","Saúl, Paredes Urquiza",BO,11256,2,2015,2,,9667,,,,,,,,,,,,,,03/11/22,M.R.,,,,
168,13/02/2015,27/03/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11257,2,2015,2,,9637,,,,,,,,,,,,,,03/11/22,M.R.,,,,
125,13/02/2015,31/03/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11258,2,2015,2,,9632,,,,,,,,,,,,,,03/11/22,M.R.,,,,
406,30/03/2015,31/03/2015,10,"Herrera, L. B.",Saúl,BO,11258,2,2015,2,,,,,,,,"Convoca a elecciones provinciales para el 05/07/2015, de gobernador, vicegobernador; e intendente,  viceintendente y concejales de cada departamento, período 2015-2019",,,,,,"Ley 5139; Ley 8141;Ley 8142; Ley 8506,",,03/11/22,M.R.,,,,
123,13/02/2015,07/04/2015,3,"Herrera, L. B.","Rejal, Paredes Urquiza",BO,11259,2,2015,2,,9630,,,,,,"Convoca a elecciones provinciales para el 05/07/2015, de gobernador, vicegobernador; e intendente,  viceintendente y concejales de cada departamento, período 2015-2019",,,,,,,,03/11/22,M.R.,,,,
427,31/03/2015,07/04/2015,8,"Herrera, L. B.",Saúl,BO,11259,2,2015,2,,,,,,,,"Convoca a elecciones departamentales para el día 5/6/2015 en los departamentos:  SANAGASTA, para elegir un Diputado Provincial Titular y Uno Suplente; y CASTRO BARROS para elegir Un Diputado Provincial Titular y
Un Suplente. En ambos casos, completarán el periodo iniciado en el año 2013, y el mandato se extenderá hasta el año 2017",,,,,,,,04/11/22,M.R.,,,,
134,13/02/2015,10/04/2015,3,"Herrera, L. B.",Paredes Urquiza,BO,11260,2,2015,2,,9645,,,,,,,,,,,,,,04/11/22,M.R.,,,,
79,09/02/2015,10/04/2015,3,"Herrera, L. B.",Rejal,BO,11260,2,2015,2,,,,,,,,Acepta renuncia del Secretario de Ambiente,,,,,,,,04/11/22,M.R.,,,,
2169,16/12/2014,10/04/2015,3,"Herrera, L. B.",Rejal,BO,11260,2,2015,2,2,,,,,,,Modifica reasignación de beneficios promocionales según Ley Nacional 26422,,,,"Decreto 1610/2010, en Anexo 1 y 2",,Ley Nac. 22021; Dec. Nac. 3319/1979; Ley Nac. 26422; Ley 4044,,04/11/22,M.R.,,,,
153,13/02/2015,14/04/2015,3,"Herrera, L. B.","Tineo, Paredes Urquiza",BO,11261,6,2015,2,,9663,,,,,,,,,,,,,,04/11/22,M.R.,,,,
151,13/02/2015,14/04/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza ",BO,11261,7,2015,2,,9677,,,,,,,,,,,,,,04/11/22,M.R.,,,,
381,18/03/2015,14/04/2015,3,"Herrera, L. B.","Rejal, Agost Carreño",BO,11261,8,2015,2,,,,,,,,"Designa a Luis Maria Agost Carreño como representante titular, y a Jesús Rejal como alterno, en el marco del convenio firmado entre el Ministerio de Defensa de la Nación y La Rioja el 11/03/2014",,,,,,,,04/11/22,M.R.,,,,
388,26/03/2015,14/04/2015,8,"Herrera, L. B.","Guerra, Rejal, Paredes Urquiza",BO,11261,8,2015,2,,,,,,,,"Crea el cargo de Asesor Ministerial especializado en Gestión Ambiental, bajo dependencia del Ministro de Planeamiento e Industria",,,,,,,,04/11/22,M.R.,,,,
389,26/03/2015,14/04/2015,0,"Herrera, L. B.",Rejal,BO,11261,9,2015,2,,,,,,,,Designa Asesor Ministerial Especializado en Gestión Ambiental en Ministerio de Planeamiento e Industria,,,,,,,,04/11/22,M.R.,,,,
390,26/03/2015,14/04/2015,0,"Herrera, L. B.",Rejal,BO,11261,9,2015,2,,,,,,,,"Designa Secretario de Ambiente, del Ministerio de Planeamiento e Industria",,,,,,,,04/11/22,M.R.,,,,
124,13/02/2015,17/04/2015,3,"Herrera, L. B.","Guerra, Tineo, Paredes Urquiza",BO,11262,2,2015,2,,9631,,,,,,,,,,,,,,04/11/22,M.R.,,,,
126,13/02/2015,17/04/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11262,2,2015,2,,9634,,,,,,,,,,,,,,04/11/22,M.R.,,,,
127,13/02/2015,21/04/2015,3,"Herrera, L. B.","Guerra, Tineo, Paredes Urquiza",BO,11263,2,2015,2,,9635,,,,,,,,,,,,,,04/11/22,M.R.,,,,
135,13/02/2015,21/04/2015,3,"Herrera, L. B.","Flores, Paredes Urquiza",BO,11263,3,2015,2,,9646,,,,,,,,,,,,,,04/11/22,M.R.,,,,
136,13/02/2015,21/04/2015,3,"Herrera, L. B.","Guerra, Flores, Paredes Urquiza",BO,11263,4,2015,2,,9647,,,,,,,,,,,,,,04/11/22,M.R.,,,,
171,13/02/2015,21/04/2015,3,"Herrera, L. B.",Paredes Urquiza,BO,11263,4,2015,2,,9648,,,,,,,,,,,,,,04/11/22,M.R.,,,,
137,13/02/2015,21/04/2015,3,"Herrera, L. B.","Flores, Paredes Urquiza",BO,11263,5,2015,2,,9649,,,,,,,,,,,,,,04/11/22,M.R.,,,,
138,13/02/2015,21/04/2015,3,"Herrera, L. B.","Guerra, Flores, Paredes Urquiza",BO,11263,5,2015,2,,9650,,,,,,,,,,,,,,04/11/22,M.R.,,,,
139,13/02/2015,21/04/2015,3,"Herrera, L. B.","Flores, Paredes Urquiza",BO,11263,6,2015,2,,9651,,,,,,,,,,,,,,04/11/22,M.R.,,,,
140,13/02/2015,21/04/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11263,6,2015,2,,9652,,,,,,,,,,,,,,04/11/22,M.R.,,,,
141,13/02/2015,21/04/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11263,7,2015,2,,9653,,,,,,,,,,,,,,04/11/22,M.R.,,,,
152,13/02/2015,24/04/2015,3,"Herrera, L. B.","Flores, Paredes Urquiza",BO,11264,2,2015,2,,9656,,,,,,,,,,,,,,04/11/22,M.R.,,,,
166,13/02/2015,24/04/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11264,2,2015,2,,9657,,,,,,,,,,,,,,04/11/22,M.R.,,,,
145,13/02/2015,24/04/2015,3,"Herrera, L. B.","Perera Llorens, Paredes Urquiza",BO,11264,3,2015,2,,9659,,,,,,,,,,,,,,04/11/22,M.R.,,,,
143,13/02/2015,28/04/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11265,2,2015,2,,9655,,,,,,,,,,,,,,04/11/22,M.R.,,,,
167,13/02/2015,05/05/2015,3,"Herrera, L. B.","Bosetti, Paredes Urquiza",BO,11266,2,2015,3,,9633,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
128,13/02/2015,08/05/2015,3,"Herrera, L. B.","Bosetti, Paredes Urquiza",BO,11267,2,2015,3,,9636,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
129,13/02/2015,12/05/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11268,2,2015,3,,9638,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
130,13/02/2015,12/05/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11268,2,2015,3,,9639,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
169,13/02/2015,15/05/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11269,2,2015,3,,9640,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
170,13/02/2015,15/05/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11269,2,2015,3,,9641,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
898,21/05/2014,15/05/2015,19,"Herrera, L. B.",,BO,11269,2,2015,3,,,,,,,8879,Reglamenta el Título II del Bono de Cancelación de Deuda  BOCADE Ley 8879,,,Dec. 1603/2014,,,,No figuran los firmante del Dec. 898/2014,07/11/22,M.R.;S.D.,,,,
1603,10/09/2014,15/05/2015,8,"Herrera, L. B.",Guerra,BO,11269,5,2015,3,,,,,,,,"Modifica art. 2,4,5,10,11,13 del Decreto 889/2014",,,,Dec. 889/2014,,,,07/11/22,M.R.;S.D.,,,,
131,13/02/2015,19/05/2015,3,"Herrera, L. B.","Bosetti, Paredes Urquiza",BO,11270,2,2015,3,,9642,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
132,13/02/2015,19/05/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11270,2,2015,3,,9643,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
133,13/02/2015,22/05/2015,3,"Herrera, L. B.","Bosetti, Flores",BO,11271,2,2015,3,,9644,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
147,13/02/2015,22/05/2015,3,"Herrera, L. B.","Saúl, Paredes Urquiza",BO,11271,2,2015,3,,9661,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
154,13/02/2015,26/05/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11272,5,2015,3,,9664,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
155,13/02/2015,29/05/2015,3,"Herrera, L. B.","Rejal, Paredes Urquiza",BO,11273,6,2015,3,,9665,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
156,13/02/2015,02/06/2015,3,"Herrera, L. B.","Bosetti, Paredes Urquiza",BO,11274,6,2015,3,,9666,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
159,13/02/2015,02/06/2015,3,"Herrera, L. B.","Rejal, Paredes Urquiza",BO,11274,7,2015,3,,9669,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
562,21/04/2015,02/06/2015,0,"Herrera, L. B.","Guerra, Rejal, Paredes Urquiza",BO,11274,7,2015,3,,,,,,,,Modifica cargos asignados por Ley 9629; Ley de Presupuesto,,,,,,Ley 9629,,07/11/22,M.R.;S.D.,,,,
683,07/05/2015,02/06/2015,6,"Herrera, L. B.","Tineo, Paredes Urquiza",BO,11274,8,2015,3,,,,,,,,Designa integrantes en las administraciones de empresas SAPEM,,,,,,,,07/11/22,M.R.;S.D.,,,,
840,01/06/2015,02/06/2015,3,"Herrera, L. B.","Saúl, Guerra, Tineo, Flores, Rejal, Bosetti, Gaitán, Diaz Moreno, Paredes Urquiza",BO,11274,8,2015,3,,,,,9707,Sí,,"Nueva redacción del art. 44,  inc. c de la  Ley 4245; Código de Faltas",,,,"Art. 44, Inc. c, Ley 4245 (Código de Faltas) – injerencia del alcohol en accidentes de tránito . Tolerancia cero",,"Const. Prov. Art. 123, inc. 12, 3° párr.; Ley 4245","Publicado posteriormente en BO 11305, junto a la Ley que lo ratifica (BO 18/09/2015",07/11/22,M.R.;S.D.,,,,
158,13/02/2015,05/06/2015,3,"Herrera, L. B.","Guerra, Bosetti, Paredes Urquiza",BO,11275,5,2015,3,,9668,,,,,,,,,,,,,,07/11/22,M.R.;S.D.,,,,
160,13/02/2015,12/06/2022,3,"Herrera, L. B.","Rejal, Paredes Urquiza",BO,11277,3,2015,3,,9670,,,,,,,,,,,,,,08/11/22,M.R.,,,,
161,13/02/2015,12/06/2022,3,"Herrera, L. B.","Rejal, Agost Carreño",BO,11277,4,2015,3,,9671,,,,,,,,,,,,,,08/11/22,M.R.,,,,
162,13/02/2015,16/06/2022,3,"Herrera, L. B.","Tineo, Paredes Urquiza",BO,11278,3,2015,3,,9674,,,,,,,,,,,,,,08/11/22,M.R.,,,,
163,13/02/2015,16/06/2022,3,"Herrera, L. B.","Tineo, Paredes Urquiza",BO,11278,3,2015,3,,9675,,,,,,,,,,,,,,08/11/22,M.R.,,,,
150,13/02/2015,19/06/2022,3,"Herrera, L. B.","Perera Llorens, Paredes Urquiza",BO,11279,4,2015,3,,9676,,,,,,,,,,,,,,08/11/22,M.R.,,,,
474,09/04/2015,23/06/2022,3,"Herrera, L. B.",Guerra,BO,11280,2,2015,3,,9680,,,,,,,,,,,,,,08/11/22,M.R.,,,,
475,09/04/2015,26/06/2022,3,"Herrera, L. B.","Guerra, Bosetti",BO,11281,2,2015,3,,9681,,,,,,,,,,,,,,08/11/22,M.R.,,,,
916,12/06/2015,30/06/2015,3,"Herrera, L. B.","Guerra, Rejal, Azulay Cordero",BO,11282,2,2015,3,,,,,,,,Designa chofer en Secretaria de Ambiente,,,,,,,,08/11/22,M.R.,,,,
917,12/06/2015,30/06/2015,3,"Herrera, L. B.","Guerra, Rejal, Azulay Cordero",BO,11282,2,2015,3,,,,,,,,Designa Secretaria Privada en Secretaría de Ambiente,,,,,,,,08/11/22,M.R.,,,,
954,15/06/2015,30/06/2015,3,"Herrera, L. B.","Guerra, Rejal, Azulay Cordero",BO,11282,2,2015,3,,,,,,,,Deja sin efecto designación de Director de Administración en Secretaría de Ambiente,,,,,,,,08/11/22,M.R.,,,,
955,15/06/2015,30/06/2015,3,"Herrera, L. B.","Guerra, Rejal, Azulay Cordero",BO,11282,2,2015,3,,,,,,,,Designa Director de Administración en la Secretaría de Ambiente,,,,,,,,08/11/22,M.R.,,,,
142,13/02/2015,03/06/2015,3,"Herrera, L. B.","Rejal, Puy Soria",BO,11283,2,2015,4,,9654,,,,,,,,,,,,,,09/11/22,M.R.,,,,
1001,17/07/2015,03/06/2015,11,"Herrera, L. B.",Rejal,BO,11283,2,2015,4,,,,,,,,"Preadjudica a la empresa Chilcal S.A., parcelas en el parque industrial",,,,,,,,09/11/22,M.R.,,,,
584,27/04/2015,07/07/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11284,2,2015,4,,9682,,,,,,,,,,,,,,09/11/22,M.R.,,,,
662,07/05/2015,07/07/2015,3,"Herrera, L. B.",Flores,BO,11284,2,2015,4,,9684,,,,,,,,,,,,,,09/11/22,M.R.,,,,
1031,22/06/2015,07/07/2015,3,"Herrera, L. B.","Guerra, Rejal, Azulay Cordero",BO,11284,3,2015,4,,,,,,,,Designa personal transitorio en Secretaría de Ambiente,,,,,,,,09/11/22,M.R.,,,,
165,13/02/2015,10/07/2015,3,"Herrera, L. B.",Saúl,BO,11285,8,2015,4,,9679,,,,,,,,,,,,,,09/11/22,M.R.,,,,
663,07/05/2015,14/07/2015,3,"Herrera, L. B.",Saúl,BO,11286,2,2015,4,,9685,,,,,,,,,,,,,,09/11/22,M.R.,,,,
664,07/05/2015,14/07/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11286,4,2015,4,,9686,,,,,,,,,,,,,,09/11/22,M.R.,,,,
728,14/05/2015,14/07/2015,3,"Herrera, L. B.","Bosetti, ",BO,11286,4,2015,4,,9688,,,,,,,,,,,,,,09/11/22,M.R.,,,,
729,14/05/2015,14/07/2015,3,"Herrera, L. B.","Bosetti, ",BO,11286,5,2015,4,,9689,,,,,,,,,,,,,,09/11/22,M.R.,,,,
772,19/05/2015,17/07/2015,3,"Herrera, L. B.","Guerra, Bosetti",BO,11287,2,2015,4,,9691,,,,,,,,,,,,,,09/11/22,M.R.,,,,
730,14/05/2015,17/07/2015,3,"Herrera, L. B.","Guerra, Bosetti",BO,11287,3,2015,4,,9692,,,,,,,,,,,,,,09/11/22,M.R.,,,,
773,19/05/2015,17/07/2015,3,"Herrera, L. B.","Guerra, Puy Soria",BO,11287,4,2015,4,,9693,,,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
2256,30/12/2014,28/07/2015,5,"Herrera, L. B.","Rejal, Puy Soria",BO,11290,2,2015,4,1,,,,9695,,,Destina lotes del predio “250 lotes de Los Sarmientos” a postulantes a viviendas.,,,,,,,,10/11/22,M.R.;S.D.,,,,
774,19/05/2015,28/07/2015,3,"Herrera, L. B.",Paredes Urquiza,BO,11290,5,2015,4,,9695,,,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
1054,25/06/2015,31/07/2015,5,"Herrera, L. B.","Rejal, Puy Soria",BO,11291,2,2015,4,,,,,,,,Destina lotes del predio “Loteo de San Miguel” a postulantes a viviendas.,,,,,,,,10/11/22,M.R.;S.D.,,,,
661,07/05/2015,04/08/2015,3,"Herrera, L. B.","Guerra, Flores",BO,11292,3,2015,4,,9683,,,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
1315,06/08/2015,07/08/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11293,2,2015,4,,9713,,,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
771,19/05/2015,11/08/2015,3,"Herrera, L. B.",Guerra,BO,11294,2,2015,4,,9687,,,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
731,15/05/2015,11/08/2015,3,"Herrera, L. B.","Guerra, Gaitán",BO,11294,4,2015,4,,,9694,Total,,,,,,,,,,,,10/11/22,M.R.;S.D.,,,,
1316,07/08/2015,11/08/2015,5,"Herrera, L. B.","Guerra, Saúl",BO,11294,4,2015,4,,,,,,,,Expropia el 100% de las acciones de participación societaria que posee el Banco Santiago del Estero S.A. en el Nuevo Banco de La Rioja,,,,,,,Publicado posteriormente en BO 11295 y BO 11296,11/11/22,S.D.;M.R.,,,,
1197,24/07/2015,14/08/2015,4,"Herrera, L. B.","Rejal, Paredes Urquiza",BO,11295,2,2015,4,,,,,,,,Da de baja por fallecimiento a agente administrativo,,,,,,,,11/11/22,S.D.;M.R.,,,,
715,12/05/2015,21/08/2015,3,"Herrera, L. B.","Guerra, Saúl",BO,11297,2,2015,4,,9690,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
1140,13/07/2015,22/08/2015,6,"Herrera, L. B.","Guerra, Saúl, Flores, tineo, Bosetti, Gaitan, Dias Moreno, Rejal, Paredes Urquiza",BO,11297,2,2015,4,,,,,,Si,,"Modifica Ley 5788, Art. 7, 8, 9. ",,,,,,,Publicado posteriormente en BO 11.314,11/11/22,S.D.;M.R.,,,,
1141,13/07/2015,22/08/2015,27,"Herrera, L. B.","Guerra, Saúl, Flores, tineo, Bosetti, Gaitan, Dias Moreno, Rejal, Paredes Urquiza",BO,11297,3,2015,4,,,,,,SI,,Crea el Registro de Automotores Retenidos en Causas Contravencionales y por Infracciones a la Ley Nacional de Transito ,,,,,,"Ley 4245, Art. 44, Inc. c; Ley 946, Art. 3; Ley 7191, Art. 10; Dec. 840/2015; Ley Nac. 24449 ",Publicado posteriormente en BO 11.314,11/11/22,S.D.;M.R.,,,,
1198,24/07/2015,25/08/2015,4,"Herrera, L. B.","Rejal, Paredes Urqiuza",BO,11298,2,2015,4,,,,,,,,Acepta renuncia a Agente de Planta Permanente. ,,,,,,,,11/11/22,S.D.;M.R.,,,,
1366,13/08/2015,01/09/2015,3,"Herrera, L. B.","Guerra, Tineo, Azulay Cordero ",BO,11300,3,2015,5,,9711,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
1473,01/09/2015,08/09/2015,4,"Herrera, L. B.","Paredes Urquiza, Azulay Cordero",BO,11302,2,2015,5,,,,,,,,Prorroga por un año Licencia sin goce de Haberes a Agente de Planta Permanente,,,,,,,,11/11/22,S.D.;M.R.,,,,
1360,12/08/2015,11/09/2015,3,"Herrera, L. B.","Guerra, Paredes Urquiza",BO,11303,2,2015,5,,9697,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
682,07/05/2015,15/09/2015,3,"Herrera, L. B.","Perera Llorens, Flores, Saul, Guerra, Tineo, Bosetti, Rejal, Paredes Urquiza",BO,11304,2,2015,5,,,,,9698,Sí,,"Establece Escala Salarial para Agentes de la Dirección General de Aeronáutica, desde 01/04/2015",,,,,,Dec. 99/2015,,11/11/22,S.D.;M.R.,,,,
1361,12/08/2015,15/09/2015,3,"Herrera, L. B.",Paredes Urquiza,BO,11304,2,2015,5,,9698,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
779,21/05/2015,15/09/2015,4,"Herrera, L. B.","Saúl, Bosetti, Perera Llorens, Paredes Urquiza, Rejal, Tineo, Flores, Gaitan",BO,11304,3,2015,5,1,,,,9699,Sí,,"Ratifica Convenio “Programa Federal de Desendeudamiento de las Provincias Argentinas, creado por Decreto N.º 660/10”, entre Gobierno Nacional y la Provincia ",,,,,,Ley Nac. 25570; Dec. Nac. 660/2010,,11/11/22,S.D.;M.R.,,,,
1362,15/08/2015,15/09/2015,3,"Herrera, L. B.",Guerra,BO,11304,4,2015,5,,9669,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
1363,12/08/2015,18/09/2015,3,"Herrera, L. B.","Saúl, Paredes Urquiza",BO,11305,2,2015,5,,9707,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
1369,13/03/2015,22/09/2015,3,"Herrera, L. B.",Paredes Urquiza,BO,11306,3,2015,5,,9702,,,,,,,,,,,,,,11/11/22,S.D.;M.R.,,,,
